[90m[Sep 25 16:32:25][0m [32m INFO[0m[39m [localhost][0m [39mValidating config...[0m
[90m[Sep 25 16:32:25][0m [32m INFO[0m[39m [localhost][0m [39mLoaded: /vuls/results/2019-09-25T16:30:47-04:00[0m
[90m[Sep 25 16:32:25][0m [32m INFO[0m[39m [localhost][0m [39mValidating db config...[0m
[36mINFO[0m[0000] -cvedb-type: sqlite3, -cvedb-url: , -cvedb-path: /vuls/cve.sqlite3 
[36mINFO[0m[0000] -ovaldb-type: sqlite3, -ovaldb-url: , -ovaldb-path: /vuls/oval.sqlite3 
[36mINFO[0m[0000] -gostdb-type: sqlite3, -gostdb-url: , -gostdb-path: /vuls/gost.sqlite3 
[36mINFO[0m[0000] -exploitdb-type: sqlite3, -exploitdb-url: , -exploitdb-path: /vuls/go-exploitdb.sqlite3 
[32mINFO[0m[09-25|16:32:25] Opening DB.                              [32mdb[0m=sqlite3
[32mINFO[0m[09-25|16:32:25] Migrating DB.                            [32mdb[0m=sqlite3
[32mINFO[0m[09-25|16:32:25] Opening Database.                        [32mdb[0m=sqlite3
[32mINFO[0m[09-25|16:32:25] Migrating DB.                            [32mdb[0m=sqlite3
bids-baracus@host (ubuntu14.04) on host
=======================================
Total: 216 (High:58 Medium:139 Low:19 ?:0), 0/216 Fixed, 218 installed, 7 exploits, en: 0, ja: 0 alerts

+------------------+---------+------+------+----+------+---------------------------------------------------+
|      CVE-ID      |  FIXED  | CERT | CVSS | AV | POC  |                        NVD                        |
| CVE-2019-11750   | unknown |      |  6.9 |    |      | https://nvd.nist.gov/vuln/detail/CVE-2019-11750   |
| CVE-2019-11752   | unknown |      |  6.9 |    |      | https://nvd.nist.gov/vuln/detail/CVE-2019-11752   |
| CVE-2019-13627   | unfixed |      |  6.9 |    |      | https://nvd.nist.gov/vuln/detail/CVE-2019-13627   |
| CVE-2019-14815   | unfixed |      |  6.9 |    |      | https://nvd.nist.gov/vuln/detail/CVE-2019-14815   |
| CVE-2019-14822   | unfixed |      |  6.9 |    |      | https://nvd.nist.gov/vuln/detail/CVE-2019-14822   |
| CVE-2019-5849    | unknown |      |  6.9 |    |      | https://nvd.nist.gov/vuln/detail/CVE-2019-5849    |
| CVE-2019-8644    | unknown |      |  6.9 |    |      | https://nvd.nist.gov/vuln/detail/CVE-2019-8644    |
| CVE-2019-8649    | unknown |      |  6.9 |    |      | https://nvd.nist.gov/vuln/detail/CVE-2019-8649    |
| CVE-2019-8658    | unknown |      |  6.9 |    |      | https://nvd.nist.gov/vuln/detail/CVE-2019-8658    |
| CVE-2019-8666    | unknown |      |  6.9 |    |      | https://nvd.nist.gov/vuln/detail/CVE-2019-8666    |
| CVE-2019-8669    | unknown |      |  6.9 |    |      | https://nvd.nist.gov/vuln/detail/CVE-2019-8669    |
| CVE-2019-8673    | unknown |      |  6.9 |    |      | https://nvd.nist.gov/vuln/detail/CVE-2019-8673    |
| CVE-2019-8676    | unknown |      |  6.9 |    |      | https://nvd.nist.gov/vuln/detail/CVE-2019-8676    |
| CVE-2019-8678    | unknown |      |  6.9 |    |      | https://nvd.nist.gov/vuln/detail/CVE-2019-8678    |
| CVE-2019-8680    | unknown |      |  6.9 |    |      | https://nvd.nist.gov/vuln/detail/CVE-2019-8680    |
| CVE-2019-8681    | unknown |      |  6.9 |    |      | https://nvd.nist.gov/vuln/detail/CVE-2019-8681    |
| CVE-2019-8683    | unknown |      |  6.9 |    |      | https://nvd.nist.gov/vuln/detail/CVE-2019-8683    |
| CVE-2019-8684    | unknown |      |  6.9 |    |      | https://nvd.nist.gov/vuln/detail/CVE-2019-8684    |
| CVE-2019-8687    | unknown |      |  6.9 |    |      | https://nvd.nist.gov/vuln/detail/CVE-2019-8687    |
| CVE-2019-8688    | unknown |      |  6.9 |    |      | https://nvd.nist.gov/vuln/detail/CVE-2019-8688    |
| CVE-2019-8689    | unknown |      |  6.9 |    |      | https://nvd.nist.gov/vuln/detail/CVE-2019-8689    |
| CVE-2019-8690    | unknown |      |  6.9 |    |      | https://nvd.nist.gov/vuln/detail/CVE-2019-8690    |
| CVE-2019-9812    | unknown |      |  6.9 |    |      | https://nvd.nist.gov/vuln/detail/CVE-2019-9812    |
| CVE-2018-12021   | unfixed |      |  6.8 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2018-12021   |
| CVE-2019-6110    | unfixed |      |  6.8 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2019-6110    |
| CVE-2015-8553    | unfixed |      |  6.5 |  L |      | https://nvd.nist.gov/vuln/detail/CVE-2015-8553    |
| CVE-2016-2781    | unfixed |      |  6.5 |  L |      | https://nvd.nist.gov/vuln/detail/CVE-2016-2781    |
| CVE-2017-14107   | unfixed |      |  6.5 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2017-14107   |
| CVE-2017-14528   | unfixed |      |  6.5 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2017-14528   |
| CVE-2017-8834    | unfixed |      |  6.5 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2017-8834    |
| CVE-2017-9937    | unfixed |      |  6.5 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2017-9937    |
| CVE-2018-10126   | unfixed |      |  6.5 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2018-10126   |
| CVE-2018-10373   | unfixed |      |  6.5 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2018-10373   |
| CVE-2018-10733   | unfixed |      |  6.5 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2018-10733   |
| CVE-2018-11439   | unfixed |      |  6.5 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2018-11439   |
| CVE-2018-14036   | unfixed |      |  6.5 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2018-14036   |
| CVE-2018-14048   | unfixed |      |  6.5 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2018-14048   |
| CVE-2018-14498   | unfixed |      |  6.5 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2018-14498   |
| CVE-2018-16548   | unfixed |      |  6.5 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2018-16548   |
| CVE-2018-17794   | unfixed |      |  6.5 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2018-17794   |
| CVE-2018-17967   | unfixed |      |  6.5 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2018-17967   |
| CVE-2018-18064   | unfixed |      |  6.5 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2018-18064   |
| CVE-2018-19208   | unfixed |      |  6.5 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2018-19208   |
| CVE-2018-3979    | unfixed |      |  6.5 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2018-3979    |
| CVE-2018-5710    | unknown |      |  6.5 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2018-5710    |
| CVE-2018-7727    | unfixed |      |  6.5 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2018-7727    |
| CVE-2019-10871   | unfixed |      |  6.5 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2019-10871   |
| CVE-2019-11026   | unfixed |      |  6.5 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2019-11026   |
| CVE-2019-12217   | unfixed |      |  6.5 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2019-12217   |
| CVE-2019-12220   | unfixed |      |  6.5 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2019-12220   |
| CVE-2019-12221   | unfixed |      |  6.5 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2019-12221   |
| CVE-2019-12222   | unfixed |      |  6.5 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2019-12222   |
| CVE-2019-13137   | unfixed |      |  6.5 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2019-13137   |
| CVE-2019-13309   | unfixed |      |  6.5 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2019-13309   |
| CVE-2019-13310   | unfixed |      |  6.5 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2019-13310   |
| CVE-2019-13311   | unfixed |      |  6.5 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2019-13311   |
| CVE-2019-13454   | unfixed |      |  6.5 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2019-13454   |
| CVE-2019-13626   | unfixed |      |  6.5 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2019-13626   |
| CVE-2019-14369   | unfixed |      |  6.5 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2019-14369   |
| CVE-2019-14370   | unfixed |      |  6.5 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2019-14370   |
| CVE-2019-14973   | unfixed |      |  6.5 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2019-14973   |
| CVE-2019-15143   | unfixed |      |  6.5 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2019-15143   |
| CVE-2019-15144   | unfixed |      |  6.5 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2019-15144   |
| CVE-2019-15145   | unfixed |      |  6.5 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2019-15145   |
| CVE-2019-6461    | unfixed |      |  6.5 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2019-6461    |
| CVE-2019-6462    | unfixed |      |  6.5 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2019-6462    |
| CVE-2015-8985    | unfixed |      |  5.9 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2015-8985    |
| CVE-2016-10228   | unfixed |      |  5.9 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2016-10228   |
| CVE-2018-1121    | unfixed |      |  5.9 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2018-1121    |
| CVE-2019-12904   | unfixed |      |  5.9 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2019-12904   |
| CVE-2018-17828   | unfixed |      |  5.8 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2018-17828   |
| CVE-2018-16869   | unfixed |      |  5.7 |  L |      | https://nvd.nist.gov/vuln/detail/CVE-2018-16869   |
| CVE-2018-16868   | unfixed |      |  5.6 |  L |      | https://nvd.nist.gov/vuln/detail/CVE-2018-16868   |
| CVE-2016-10723   | unfixed |      |  5.5 |  L |      | https://nvd.nist.gov/vuln/detail/CVE-2016-10723   |
| CVE-2016-8660    | unfixed |      |  5.5 |  L |      | https://nvd.nist.gov/vuln/detail/CVE-2016-8660    |
| CVE-2017-11548   | unfixed |      |  5.5 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2017-11548   |
| CVE-2017-13693   | unfixed |      |  5.5 |  L |      | https://nvd.nist.gov/vuln/detail/CVE-2017-13693   |
| CVE-2017-16808   | unfixed |      |  5.5 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2017-16808   |
| CVE-2017-7475    | unfixed |      |  5.5 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2017-7475    |
| CVE-2017-7960    | unfixed |      |  5.5 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2017-7960    |
| CVE-2017-8845    | unfixed |      |  5.5 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2017-8845    |
| CVE-2017-9778    | unfixed |      |  5.5 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2017-9778    |
| CVE-2018-10322   | unfixed |      |  5.5 |  L |      | https://nvd.nist.gov/vuln/detail/CVE-2018-10322   |
| CVE-2018-10372   | unfixed |      |  5.5 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2018-10372   |
| CVE-2018-10534   | unfixed |      |  5.5 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2018-10534   |
| CVE-2018-10535   | unfixed |      |  5.5 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2018-10535   |
| CVE-2018-12641   | unfixed |      |  5.5 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2018-12641   |
| CVE-2018-12928   | unfixed |      |  5.5 |  L |      | https://nvd.nist.gov/vuln/detail/CVE-2018-12928   |
| CVE-2018-12929   | unfixed |      |  5.5 |  L |      | https://nvd.nist.gov/vuln/detail/CVE-2018-12929   |
| CVE-2018-13095   | unfixed |      |  5.5 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2018-13095   |
| CVE-2018-17358   | unfixed |      |  5.5 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2018-17358   |
| CVE-2018-17359   | unfixed |      |  5.5 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2018-17359   |
| CVE-2018-17360   | unfixed |      |  5.5 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2018-17360   |
| CVE-2018-17985   | unfixed |      |  5.5 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2018-17985   |
| CVE-2018-18309   | unfixed |      |  5.5 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2018-18309   |
| CVE-2018-18484   | unfixed |      |  5.5 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2018-18484   |
| CVE-2018-18605   | unfixed |      |  5.5 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2018-18605   |
| CVE-2018-18606   | unfixed |      |  5.5 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2018-18606   |
| CVE-2018-18607   | unfixed |      |  5.5 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2018-18607   |
| CVE-2018-18700   | unfixed |      |  5.5 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2018-18700   |
| CVE-2018-18701   | unfixed |      |  5.5 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2018-18701   |
| CVE-2018-19519   | unfixed |      |  5.5 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2018-19519   |
| CVE-2018-19932   | unfixed |      |  5.5 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2018-19932   |
| CVE-2018-20002   | unfixed |      |  5.5 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2018-20002   |
| CVE-2018-20651   | unfixed |      |  5.5 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2018-20651   |
| CVE-2018-20671   | unfixed |      |  5.5 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2018-20671   |
| CVE-2018-21008   | unfixed |      |  5.5 |  L |      | https://nvd.nist.gov/vuln/detail/CVE-2018-21008   |
| CVE-2018-8945    | unfixed |      |  5.5 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2018-8945    |
| CVE-2018-9138    | unfixed |      |  5.5 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2018-9138    |
| CVE-2018-9996    | unfixed |      |  5.5 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2018-9996    |
| CVE-2019-11360   | unfixed |      |  5.5 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2019-11360   |
| CVE-2019-12380   | unfixed |      |  5.5 |  L |      | https://nvd.nist.gov/vuln/detail/CVE-2019-12380   |
| CVE-2019-12974   | unfixed |      |  5.5 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2019-12974   |
| CVE-2019-12975   | unfixed |      |  5.5 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2019-12975   |
| CVE-2019-12976   | unfixed |      |  5.5 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2019-12976   |
| CVE-2019-14444   | unfixed |      |  5.5 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2019-14444   |
| CVE-2019-15118   | unfixed |      |  5.5 |  L |      | https://nvd.nist.gov/vuln/detail/CVE-2019-15118   |
| CVE-2019-2053    | unfixed |      |  5.5 |  L |      | https://nvd.nist.gov/vuln/detail/CVE-2019-2053    |
| CVE-2019-7309    | unfixed |      |  5.5 |  L |      | https://nvd.nist.gov/vuln/detail/CVE-2019-7309    |
| CVE-2015-9019    | unfixed |      |  5.3 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2015-9019    |
| CVE-2016-10739   | unfixed |      |  5.3 |  L |      | https://nvd.nist.gov/vuln/detail/CVE-2016-10739   |
| CVE-2016-9797    | unfixed |      |  5.3 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2016-9797    |
| CVE-2016-9798    | unfixed |      |  5.3 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2016-9798    |
| CVE-2016-9799    | unfixed |      |  5.3 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2016-9799    |
| CVE-2016-9800    | unfixed |      |  5.3 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2016-9800    |
| CVE-2016-9801    | unfixed |      |  5.3 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2016-9801    |
| CVE-2016-9802    | unfixed |      |  5.3 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2016-9802    |
| CVE-2016-9803    | unfixed |      |  5.3 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2016-9803    |
| CVE-2016-9804    | unfixed |      |  5.3 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2016-9804    |
| CVE-2018-15919   | unfixed |      |  5.3 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2018-15919   |
| CVE-2018-20217   | unfixed |      |  5.3 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2018-20217   |
| CVE-2018-7169    | unfixed |      |  5.3 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2018-7169    |
| CVE-2019-11038   | unfixed |      |  5.3 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2019-11038   |
| CVE-2019-11727   | unfixed |      |  5.3 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2019-11727   |
| CVE-2019-1549    | unfixed |      |  5.3 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2019-1549    |
| CVE-2018-17977   | unfixed |      |  4.9 |  L |      | https://nvd.nist.gov/vuln/detail/CVE-2018-17977   |
| CVE-2019-15213   | unfixed |      |  4.9 |  L |      | https://nvd.nist.gov/vuln/detail/CVE-2019-15213   |
| CVE-2019-15217   | unfixed |      |  4.9 |  L |      | https://nvd.nist.gov/vuln/detail/CVE-2019-15217   |
| CVE-2019-15219   | unfixed |      |  4.9 |  L |      | https://nvd.nist.gov/vuln/detail/CVE-2019-15219   |
| CVE-2019-15290   | unfixed |      |  4.9 |  L |      | https://nvd.nist.gov/vuln/detail/CVE-2019-15290   |
| CVE-2019-15291   | unfixed |      |  4.9 |  L |      | https://nvd.nist.gov/vuln/detail/CVE-2019-15291   |
| CVE-2017-0537    | unfixed |      |  4.7 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2017-0537    |
| CVE-2017-14159   | unfixed |      |  4.7 |  L |      | https://nvd.nist.gov/vuln/detail/CVE-2017-14159   |
| CVE-2018-20482   | unfixed |      |  4.7 |  L |      | https://nvd.nist.gov/vuln/detail/CVE-2018-20482   |
| CVE-2019-1547    | unfixed |      |  4.7 |  L |      | https://nvd.nist.gov/vuln/detail/CVE-2019-1547    |
| CVE-2018-18443   | unfixed |      |  4.3 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2018-18443   |
| CVE-2019-1563    | unfixed |      |  4.3 |  N |      | https://nvd.nist.gov/vuln/detail/CVE-2019-1563    |
| CVE-2012-1093    | unfixed |      |  3.9 |    |      | https://nvd.nist.gov/vuln/detail/CVE-2012-1093    |
| CVE-2012-1096    | unfixed |      |  3.9 |    |      | https://nvd.nist.gov/vuln/detail/CVE-2012-1096    |
| CVE-2012-6655    | unfixed |      |  3.9 |    |      | https://nvd.nist.gov/vuln/detail/CVE-2012-6655    |
| CVE-2013-4235    | unfixed |      |  3.9 |    |      | https://nvd.nist.gov/vuln/detail/CVE-2013-4235    |
| CVE-2016-1000002 | unfixed |      |  3.9 |    |      | https://nvd.nist.gov/vuln/detail/CVE-2016-1000002 |
| CVE-2019-11737   | unknown |      |  3.9 |    |      | https://nvd.nist.gov/vuln/detail/CVE-2019-11737   |
| CVE-2019-11738   | unknown |      |  3.9 |    |      | https://nvd.nist.gov/vuln/detail/CVE-2019-11738   |
| CVE-2009-5080    | unfixed |      |  3.3 |  L |      | https://nvd.nist.gov/vuln/detail/CVE-2009-5080    |
| CVE-2018-10910   | unfixed |      |  3.3 |  L |      | https://nvd.nist.gov/vuln/detail/CVE-2018-10910   |
| CVE-2019-11747   | unknown |      |  0.0 |    |      | https://nvd.nist.gov/vuln/detail/CVE-2019-11747   |
+------------------+---------+------+------+----+------+---------------------------------------------------+

zen_khorana@host (alpine3.7.3) on host
======================================
Total: 1 (High:1 Medium:0 Low:0 ?:0), 1/1 Fixed, 16 installed, 2 updatable, 0 exploits, en: 0, ja: 0 alerts

+----------------+---------+------+------+----+-----+-------------------------------------------------+
|     CVE-ID     |  FIXED  | CERT | CVSS | AV | POC |                       NVD                       |
+----------------+---------+------+------+----+-----+-------------------------------------------------+
| CVE-2019-14697 |   fixed |      |  9.8 |  N |     | https://nvd.nist.gov/vuln/detail/CVE-2019-14697 |
+----------------+---------+------+------+----+-----+-------------------------------------------------+

